  opid  |              opbl              |     cont      | medida | condicion |   autorizado   |     inicio     |     inicio     |     cierre     |          conocimiento          |                         descripcion                          | bultos |   peso   | volumen | fotosc | fotosm | mc | imo | cantidad_operarios | maq |        operador        | idcont | egresoid | idencode | idegresoencode 
  33007 | 247861189                      | MSKU 693073-5 |     40 | PIER      | 17-01-25 15:31 | 17-01-25 16:50 | 17-01-25 17:05 | 17-01-25 17:05 | OH-24120082                    | MUDANZA - ARGUELLO JOSUE IVAN                                |     10 |     5572 |       9 |      0 |      6 |  0 |   0 |                    |     | Nicolas Nuñez          |   1226 |      225 | MTIyNg== | MjI1
  32284 | MEDUQW539538                   | MSMU 139505-1 |     20 | PIER      | 05-12-24 12:01 | 06-12-24 12:30 | 06-12-24 14:05 | 06-12-24 15:06 | MEDUQW539538                   | TRICHLOROISCOYANURIC                                         |    448 |    22400 |      21 |      0 |      4 |  0 |   0 |                    |     | Franco Perez           |   1008 |      226 | MTAwOA== | MjI2
  32785 | ONEYRICELU736400               | TEMU 058709-0 |     20 | PIER      | 06-01-25 12:21 | 08-01-25 14:41 | 08-01-25 15:14 | 08-01-25 15:15 | LIFBUE24120015                 | KEGLEVICH NICOLAS                                            |    108 |     2574 |      25 |      4 |      8 |  0 |   0 |                    |     | Nicolas Nuñez          |   1156 |      227 | MTE1Ng== | MjI3
  32421 | ONEYRICEKA348700               | TCNU 245567-9 |     40 | PIER      | 12-12-24 15:41 | 13-12-24 09:54 | 13-12-24 10:10 | 13-12-24 10:34 | LIFBUE24120005                 | MURPHY MARIAN / EFECTOS PERSONALES                           |    168 |     3547 |      32 |      6 |     10 |  0 |   0 |                    |     | Nicolas Nuñez          |   1037 |      228 | MTAzNw== | MjI4
  32959 | HLCUPN4241257780               | GCXU 234829-8 |     20 | PIER      | 15-01-25 11:41 | 15-01-25 16:56 | 15-01-25 17:06 | 15-01-25 17:17 | MVANAM12262024                 | EICH SIDNEI                                                  |     94 |     1500 |      18 |      0 |     12 |  0 |   0 |                    |     | Nicolas Nuñez          |   1219 |      229 | MTIxOQ== | MjI5
  32704 | MEDUHE892029                   | MSMU 465666-8 |     40 | PIER      | 02-01-25 12:41 | 02-01-25 14:56 | 02-01-25 15:07 | 02-01-25 15:08 | MEDUHE892029                   | POLYETHYLENE                                                 |     18 |    25181 |      40 |     10 |      8 |  1 |   0 |                    |     | Gabriel Jurado         |   1092 |      230 | MTA5Mg== | MjMw
  32977 | TPNGBSG24116007                | TIIU 640414-9 |     40 | PIER      | 15-01-25 14:51 | 15-01-25 17:27 | 15-01-25 17:59 | 15-01-25 18:11 | TPNGBSG24116007                | VALVES                                                       |     44 |    22738 |      50 |      0 |      6 |  1 |   0 |                    |     | Nicolas Nuñez          |   1222 |      231 | MTIyMg== | MjMx
  32948 | TPNGBSG24116024                | ZCSU 877997-8 |     40 | PIER      | 14-01-25 14:41 | 14-01-25 17:37 | 14-01-25 17:38 | 14-01-25 17:51 | TPNGBSG24116024                | VALVE                                                        |     43 |    26042 |      43 |      8 |      4 |  0 |   0 |                    |     | Gabriel Jurado         |   1210 |      232 | MTIxMA== | MjMy
  32422 | ONEYRICEJW123800               | CXDU 167649-6 |     40 | PIER      | 12-12-24 15:41 | 13-12-24 11:55 | 13-12-24 11:59 | 13-12-24 12:09 | LIFBUE24120004                 | LOPEZ CARLOS / EFECTOS PERSONALES                            |    183 |     3103 |      45 |      0 |     10 |  0 |   0 |                    |     | Nicolas Nuñez          |   1036 |      233 | MTAzNg== | MjMz
  32786 | ONEYRICEKB741500               | ONEU 026055-5 |     40 | PIER      | 06-01-25 12:21 | 08-01-25 08:36 | 08-01-25 10:29 | 08-01-25 10:44 | LIFBUE25010004                 | ALVAREZ JULIO                                                |    420 |     7491 |      60 |      0 |      6 |  0 |   0 |                    |     | Nicolas Nuñez          |   1154 |      234 | MTE1NA== | MjM0
  32786 | ONEYRICEKB741500               | ONEU 585688-7 |     40 | PIER      | 06-01-25 12:21 | 08-01-25 08:38 | 08-01-25 10:30 | 08-01-25 10:44 | LIFBUE25010004                 | ALVAREZ JULIO                                                |    152 |     2897 |      20 |      6 |      6 |  0 |   0 |                    |     | Nicolas Nuñez          |   1155 |      235 | MTE1NQ== | MjM1
  32892 | HLCUBC1241043227               | CAIU 333600-6 |     20 | PIER      | 13-01-25 11:01 | 13-01-25 14:08 | 13-01-25 14:31 | 13-01-25 16:11 | LIFBUE25010007                 | EFECTOS PERSONALES                                           |     99 |     1275 |      11 |      0 |     14 |  0 |   0 |                    |     | Nicolas Nuñez          |   1196 |      236 | MTE5Ng== | MjM2
  32407 | ONEYRICEJT565800               | KKTU 801367-1 |     20 | PIER      | 12-12-24 16:31 | 23-12-24 17:25 | 23-12-24 17:27 | 23-12-24 17:27 | LIFBUE24120006                 | MUDANZA - ALIAGA SALAZAR                                     |     26 |      953 |      10 |      6 |     10 |  0 |   0 |                    |     | Gabriel Jurado         |   1029 |      237 | MTAyOQ== | MjM3
  33137 | HLCUBO2241210848               | DFSU 128047-1 |     20 | PIER      | 27-01-25 10:21 | 27-01-25 12:02 | 27-01-25 13:34 | 27-01-25 13:42 | EDWBUE24120002                 | MICKIEWICZ ADRIANA / EFECTOS PERSONALE                       |    121 |     2268 |      25 |     18 |      8 |  0 |   0 |                    |     | Nicolas Nuñez          |   1250 |      238 | MTI1MA== | MjM4
  31613 | ESL24090467                    | MRSU 556404-1 |     40 | PIER      | 29-10-24 15:20 | 30-10-24 11:32 | 30-10-24 12:17 | 30-10-24 15:40 | ESL24090467                    | WASHING MACHINE                                              |    216 |    14299 |      72 |      0 |     10 |  0 |   0 |                  1 |   1 | Gabriel Jurado         |    859 |      239 | ODU5     | MjM5
  31613 | ESL24090467                    | TRHU 411740-0 |     40 | PIER      | 29-10-24 15:30 | 30-10-24 11:31 | 30-10-24 15:40 | 30-10-24 15:40 | ESL24090467                    | WASHING MACHINE                                              |    262 |    13740 |      72 |      0 |     18 |  0 |   0 |                  1 |   1 | Gabriel Jurado         |    860 |      240 | ODYw     | MjQw
  32958 | MEDUHL822705                   | GAOU 762985-0 |     40 | PIER      | 14-01-25 18:21 | 17-01-25 11:29 | 17-01-25 11:29 | 17-01-25 11:30 | SHOE24006993                   | WPC PANEL                                                    |    985 |    25660 |      44 |      0 |      0 |    |     |                    |     |                        |   1218 |      241 | MTIxOA== | MjQx
  33114 | 246708662                      | MRKU 011555-4 |     40 | PIER      | 23-01-25 17:51 | 24-01-25 17:35 | 24-01-25 17:42 | 24-01-25 17:46 | MVANES20240712                 | HOUSEHOLD GOODS / RUETE ESTEBAN                              |    224 |     5206 |      50 |      0 |      8 |  0 |   0 |                    |     | Claudio Estigarribia   |   1246 |      242 | MTI0Ng== | MjQy
  31403 | TPNGBSG24086038                | FAMU 889344-8 |     20 | PIER      | 21-10-24 09:20 | 21-10-24 12:10 | 21-10-24 14:02 | 21-10-24 15:45 | TPNGBSG24086038                | ARO DE TEFLON                                                |     22 |    10682 |      25 |      0 |      6 |  1 |   0 |                  0 |   1 | Franco Perez           |    801 |      243 | ODAx     | MjQz
  32830 | TPNGBSG24106033                | TGBU 251863-2 |     20 | PIER      | 08-01-25 10:11 | 08-01-25 15:27 | 08-01-25 16:07 | 08-01-25 16:08 | TPNGBSG24106033                | VALVES                                                       |     22 |    20650 |      24 |      8 |      4 |  0 |   0 |                    |     | Federico Estigarribia  |   1164 |      244 | MTE2NA== | MjQ0
  33711 | 247688406                      | TCNU 172835-7 |     40 | PIER      | 19-02-25 18:42 | 19-02-25 20:05 | 19-02-25 20:06 | 19-02-25 20:06 | 247688406                      | FLEXIBLE INTERMEDIATE                                        |     48 |    22695 |      70 |      6 |      4 |  0 |   0 |                    |     | Gabriel Jurado         |   1375 |      245 | MTM3NQ== | MjQ1
  30836 | BQDFL24060372                  | TTNU 829849-8 |     40 | PIER      | 18-09-24 10:30 | 18-09-24 17:30 | 18-09-24 17:37 | 18-09-24 17:37 | BQDFL24060372                  | GORROS                                                       |    145 |     4611 |      28 |      0 |      6 |  0 |   0 |                    |     | Gabriel Jurado         |    669 |      246 | NjY5     | MjQ2
  33593 | DLSZ24120451                   | ZCSU 792871-6 |     40 | PIER      | 17-02-25 12:02 | 18-02-25 16:08 | 18-02-25 16:12 | 18-02-25 16:35 | DLSZ24120451                   | MUSICAL INSTRUMENT                                           |    794 |    12066 |      70 |      0 |      0 |  0 |   0 |                    |     | Gabriel Jurado         |   1353 |      247 | MTM1Mw== | MjQ3
  33765 | ENBFL24110012                  | PCIU 799172-4 |     20 | PIER      | 24-02-25 09:32 | 25-02-25 09:25 | 25-02-25 15:10 | 25-02-25 16:43 | ENBFL24110012                  | YOGURT FILLING AND CAPPING PRESS                             |      6 |     3400 |      40 |      6 |     30 |  1 |   0 |                    |     | Franco Perez           |   1393 |      248 | MTM5Mw== | MjQ4
  33581 | TWLE24120246                   | FFAU 653213-2 |     40 | PIER      | 19-02-25 11:42 | 24-02-25 19:53 | 24-02-25 20:04 | 24-02-25 21:17 | TWLE24120246                   | TELAS                                                        |   1005 |    23910 |      68 |      0 |      6 |  0 |   0 |                    |     | Nicolas Nuñez          |   1341 |      249 | MTM0MQ== | MjQ5
  32948 | TPNGBSG24116024                | ZCSU 877997-8 |     40 | PIER      | 14-01-25 14:41 | 14-01-25 17:37 | 14-01-25 17:38 | 14-01-25 17:51 | TPNGBSG24116024                | VALVE                                                        |     43 |    26042 |      43 |      8 |      4 |  0 |   0 |                    |     | Gabriel Jurado         |   1210 |      250 | MTIxMA== | MjUw
  33712 | SYNNGB24SE121198               | MSNU 590558-4 |     40 | PIER      | 20-02-25 09:42 | 21-02-25 15:51 | 21-02-25 16:49 | 21-02-25 16:51 | SYNNGB24SE121198               | DISH DRYER                                                   |    912 |     6950 |      68 |      6 |      6 |  0 |   0 |                    |     | Nicolas Nuñez          |   1376 |      251 | MTM3Ng== | MjUx
  33582 | TWLE24120239                   | FFAU 651668-2 |     40 | PIER      | 20-02-25 14:22 | 25-02-25 09:25 | 25-02-25 10:46 | 25-02-25 11:31 | TWLE24120239                   | TEXTIL                                                       |   1100 |    24149 |      68 |      8 |      4 |  0 |   0 |                    |     | Gabriel Jurado         |   1350 |      252 | MTM1MA== | MjUy
  33453 | MEDUGD930947                   | TGCU 215821-0 |     20 | PIER      | 11-02-25 09:31 | 24-02-25 11:24 | 24-02-25 11:47 | 24-02-25 12:43 | MEDUGD930947                   | FURNITURE                                                    |    127 |     2250 |      20 |      0 |      0 |  0 |   0 |                    |     | Gabriel Jurado         |   1318 |      253 | MTMxOA== | MjUz
  33254 | 247297415                      | MRKU 055130-5 |     40 | PIER      | 30-01-25 14:01 | 31-01-25 15:34 | 31-01-25 15:43 | 31-01-25 17:52 | 247297415                      | ALAMBRE LISO                                                 |     24 |    24804 |      12 |      0 |      6 |  0 |   0 |                    |     | Franco Perez           |   1271 |      254 | MTI3MQ== | MjU0
  33254 | 247297415                      | MSKU 628902-5 |     40 | PIER      | 30-01-25 14:01 | 31-01-25 16:08 | 31-01-25 16:45 | 31-01-25 17:52 | 247297415                      | ALAMBRE LISO                                                 |     24 |    24892 |      12 |      0 |      0 |  0 |   0 |                    |     | Franco Perez           |   1270 |      255 | MTI3MA== | MjU1
  33552 | HLCUHAM2411BBCK1               | HAMU 122349-3 |     40 | PIER      | 14-02-25 08:02 | 24-02-25 12:16 | 24-02-25 12:17 | 24-02-25 12:44 | MVANLT20241112                 | MAGGIO ARIEL                                                 |    262 |     4160 |      57 |      0 |      0 |  0 |   0 |                    |     | Gabriel Jurado         |   1337 |      256 | MTMzNw== | MjU2
  33687 | 247183248                      | TCKU 686594-9 |     40 | PIER      | 19-02-25 11:32 | 19-02-25 12:29 | 19-02-25 12:32 | 19-02-25 12:32 | EDWBUE24120003                 | MARTINEZ ALEJANDRO                                           |    189 |     4480 |      50 |     16 |      4 |  0 |   0 |                    |     | Gabriel Jurado         |   1362 |      257 | MTM2Mg== | MjU3
  33954 | IBC1287617                     | MAGU 570090-6 |     40 | PIER      | 05-03-25 18:13 | 06-03-25 14:33 | 06-03-25 17:06 | 06-03-25 17:32 | 1287617A                       | EPISCOPO RODOLFO                                             |    239 |     4979 |      45 |     10 |      8 |  0 |   0 |                    |     | Nicolas Nuñez          |   1460 |      258 | MTQ2MA== | MjU4
  33954 | IBC1287617                     | MAGU 570090-6 |     40 | PIER      | 05-03-25 18:13 | 06-03-25 14:33 | 06-03-25 17:06 | 06-03-25 17:32 | 1287617B                       | MOPTORCYCLE HONDA CBR 1000                                   |      1 |      205 |       5 |      0 |     10 |  0 |   0 |                    |     | Nicolas Nuñez          |   1460 |      259 | MTQ2MA== | MjU5
  34010 | 248203554                      | GCXU 620037-5 |     40 | PIER      | 06-03-25 18:52 | 06-03-25 21:10 | 06-03-25 21:10 | 07-03-25 09:13 | 248203554                      | FLEXIBLE INTERMEDIATE BULK                                   |     48 |    22606 |      70 |      0 |      4 |  0 |   0 |                    |     | Franco Perez           |   1496 |      260 | MTQ5Ng== | MjYw
  33906 | HLCUBSC250214388               | BEAU 455565-8 |     40 | PIER      | 27-02-25 14:02 | 27-02-25 14:26 | 27-02-25 17:00 | 27-02-25 17:09 | PEVARBUE-3913                  | MOTO HARLEY DAVIDSON MODEL 883                               |      1 |     2550 |      10 |      0 |     22 |  1 |   0 |                    |     | Nicolas Nuñez          |   1438 |      261 | MTQzOA== | MjYx
  33970 | TWLE25010032                   | OOCU 892498-0 |     40 | PIER      | 05-03-25 18:13 | 07-03-25 08:34 | 07-03-25 14:24 | 07-03-25 14:44 | TWLE25010032                   | TEXTIL FABRICS                                               |    735 |    17784 |      68 |      0 |     12 |  1 |   0 |                    |     | Franco Perez           |   1486 |      262 | MTQ4Ng== | MjYy
