id,Terminal,Fecha,Turno,Contenedor,Cliente,Booking,Tipo CNT,Dimension,Oper.,Tiempo,Estado,key,fecha_registro,chofer,Observaciones,Transporte
734.0,Terminal 4 - Maersk,2025-11-05,1300,MRKU-833382-4,Lift Van Int. Co S.A,SJOARBUE250059,DC,30,TD,,Pendiente arribo,,2025-11-04T12:35:31.570005,,,
725.0,Exolgan,2025-11-03,1300,MSNU-696679-5,Racafma Srl,MEDUP7038417,HC,70,T,,14:46 Arribado,,2025-10-31T19:35:31.362054,,,
732.0,Exolgan,2025-11-03,1900,SEKU-677686-5,Lift Van Int. Co S.A,MEDUOF885372,HC,70,TD,,20:59 Arribado,,2025-11-03T15:35:31.780974,,,
733.0,Trp - Terminales 1-2-3,2025-11-05,1100,CCLU-720711-5,S/D,TJN0745457A/B,HC,70,TD,,Pendiente arribo,,2025-11-04T12:20:32.040292,,,
729.0,Exolgan,2025-11-04,500,HAMU-148429-1,Jakytextil S.A.,NBOE25017924,HC,70,T,,09:09 Arribado,,2025-11-03T13:20:31.631818,,,
735.0,Exolgan,2025-11-05,1300,ONEU-628355-8,Mma Tex S.A.,ONEYNB5BEAR09400,HC,70,T,,Pendiente arribo,,2025-11-04T12:35:31.669911,,,
736.0,Terminal 4 - Maersk,2025-11-05,1300,TCLU-557270-6,Boratex Srl,258608845,DC,30,TD,,Pendiente arribo,,2025-11-04T12:35:31.765706,,,
727.0,Exolgan,2025-11-04,500,HLXU-110708-4,Lift Van Int. Co S.A,HLCUBSC2508BXSF9,DC,30,TD,,10:14 Arribado,,2025-10-31T21:35:31.34724,,,
730.0,Exolgan,2025-11-04,500,SEGU-488848-1,Jakytextil S.A.,NBOE25017925,HC,70,T,,10:04 Arribado,,2025-11-03T13:20:31.745683,,,
,Trp - Terminales 1-2-3,2025-11-05,1200,TCKU-436130-0,Lift Van Int. Co S.A,ONEYHAMF81785300,DR,60,TD,,Pendiente arribo,,,,,
